"RelativeCompactness","SurfaceArea","WallArea","RoofArea","OverallHeight","Orientation","GlazingArea","GlazingAreaDistribution","UnitId","HeatingLoad"
0.86,588.0,294.0,147.0,7.0,4.0,0.25,2.0,347.0,29.27
0.86,588.0,294.0,147.0,7.0,5.0,0.25,2.0,348.0,28.4
0.82,612.5,318.5,147.0,7.0,2.0,0.25,2.0,349.0,25.74
0.82,612.5,318.5,147.0,7.0,3.0,0.25,2.0,350.0,25.98
0.82,612.5,318.5,147.0,7.0,4.0,0.25,2.0,351.0,25.38
0.82,612.5,318.5,147.0,7.0,5.0,0.25,2.0,352.0,24.94
0.79,637.0,343.0,147.0,7.0,2.0,0.25,2.0,353.0,38.57
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,354.0,40.19
0.79,637.0,343.0,147.0,7.0,4.0,0.25,2.0,355.0,39.97
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,356.0,38.98
0.76,661.5,416.5,122.5,7.0,2.0,0.25,2.0,357.0,36.95
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,358.0,36.28
0.76,661.5,416.5,122.5,7.0,4.0,0.25,2.0,359.0,36.86
0.76,661.5,416.5,122.5,7.0,5.0,0.25,2.0,360.0,36.45
0.74,686.0,245.0,220.5,3.5,2.0,0.25,2.0,361.0,12.35
0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,362.0,12.45
0.74,686.0,245.0,220.5,3.5,4.0,0.25,2.0,363.0,12.16
0.74,686.0,245.0,220.5,3.5,5.0,0.25,2.0,364.0,12.3
0.71,710.5,269.5,220.5,3.5,2.0,0.25,2.0,365.0,12.33
0.71,710.5,269.5,220.5,3.5,3.0,0.25,2.0,366.0,12.29
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,367.0,12.2
0.71,710.5,269.5,220.5,3.5,5.0,0.25,2.0,368.0,12.49
0.69,735.0,294.0,220.5,3.5,2.0,0.25,2.0,369.0,12.85
0.69,735.0,294.0,220.5,3.5,3.0,0.25,2.0,370.0,12.87
0.69,735.0,294.0,220.5,3.5,4.0,0.25,2.0,371.0,12.73
0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,372.0,12.95
0.66,759.5,318.5,220.5,3.5,2.0,0.25,2.0,373.0,13.05
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,374.0,12.93
0.66,759.5,318.5,220.5,3.5,4.0,0.25,2.0,375.0,12.77
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,376.0,13.0
0.64,784.0,343.0,220.5,3.5,2.0,0.25,2.0,377.0,17.14
0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,378.0,16.84
0.64,784.0,343.0,220.5,3.5,4.0,0.25,2.0,379.0,17.02
0.64,784.0,343.0,220.5,3.5,5.0,0.25,2.0,380.0,17.11
0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,381.0,14.34
0.62,808.5,367.5,220.5,3.5,3.0,0.25,2.0,382.0,14.66
0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,383.0,14.6
0.62,808.5,367.5,220.5,3.5,5.0,0.25,2.0,384.0,14.6
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,385.0,28.67
0.98,514.5,294.0,110.25,7.0,3.0,0.25,3.0,386.0,28.56
0.98,514.5,294.0,110.25,7.0,4.0,0.25,3.0,387.0,28.17
0.98,514.5,294.0,110.25,7.0,5.0,0.25,3.0,388.0,28.63
0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,389.0,31.63
0.9,563.5,318.5,122.5,7.0,3.0,0.25,3.0,390.0,32.4
0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,391.0,32.68
0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,392.0,32.29
0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,393.0,28.4
0.86,588.0,294.0,147.0,7.0,3.0,0.25,3.0,394.0,29.4
0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,395.0,29.43
0.86,588.0,294.0,147.0,7.0,5.0,0.25,3.0,396.0,29.07
0.82,612.5,318.5,147.0,7.0,2.0,0.25,3.0,397.0,24.7
0.82,612.5,318.5,147.0,7.0,3.0,0.25,3.0,398.0,25.48
0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,399.0,25.37
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,400.0,25.17
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,401.0,39.04
0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,402.0,38.35
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,403.0,39.81
0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,404.0,39.83
0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,405.0,35.99
0.76,661.5,416.5,122.5,7.0,3.0,0.25,3.0,406.0,36.59
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,407.0,35.64
0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,408.0,36.52
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,409.0,11.8
0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,410.0,12.03
0.74,686.0,245.0,220.5,3.5,4.0,0.25,3.0,411.0,11.98
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,412.0,11.69
0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,413.0,12.41
0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,414.0,12.28
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,415.0,12.1
0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,416.0,12.19
0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,417.0,12.34
0.69,735.0,294.0,220.5,3.5,3.0,0.25,3.0,418.0,12.46
0.69,735.0,294.0,220.5,3.5,4.0,0.25,3.0,419.0,12.31
0.69,735.0,294.0,220.5,3.5,5.0,0.25,3.0,420.0,12.12
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,421.0,12.97
0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,422.0,13.01
0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,423.0,12.74
0.66,759.5,318.5,220.5,3.5,5.0,0.25,3.0,424.0,12.84
0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,425.0,16.83
0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,426.0,16.93
0.64,784.0,343.0,220.5,3.5,4.0,0.25,3.0,427.0,16.66
0.64,784.0,343.0,220.5,3.5,5.0,0.25,3.0,428.0,16.86
0.62,808.5,367.5,220.5,3.5,2.0,0.25,3.0,429.0,13.91
0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,430.0,14.34
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,431.0,13.95
0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,432.0,13.99
0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,433.0,28.7
0.98,514.5,294.0,110.25,7.0,3.0,0.25,4.0,434.0,28.55
0.98,514.5,294.0,110.25,7.0,4.0,0.25,4.0,435.0,28.15
0.98,514.5,294.0,110.25,7.0,5.0,0.25,4.0,436.0,28.62
0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,437.0,32.67
0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,438.0,31.69
0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,439.0,32.07
0.9,563.5,318.5,122.5,7.0,5.0,0.25,4.0,440.0,33.28
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,441.0,29.47
0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,442.0,28.42
0.86,588.0,294.0,147.0,7.0,4.0,0.25,4.0,443.0,29.08
0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,444.0,29.88
0.82,612.5,318.5,147.0,7.0,2.0,0.25,4.0,445.0,25.66
0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,446.0,24.96
0.82,612.5,318.5,147.0,7.0,4.0,0.25,4.0,447.0,25.43
0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,448.0,26.0
0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,449.0,40.0
0.79,637.0,343.0,147.0,7.0,3.0,0.25,4.0,450.0,38.84
0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,451.0,38.33
0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,452.0,40.12
0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,453.0,36.95
0.76,661.5,416.5,122.5,7.0,3.0,0.25,4.0,454.0,36.45
0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,455.0,36.81
0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,456.0,36.26
0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,457.0,12.32
0.74,686.0,245.0,220.5,3.5,3.0,0.25,4.0,458.0,12.3
0.74,686.0,245.0,220.5,3.5,4.0,0.25,4.0,459.0,12.18
0.74,686.0,245.0,220.5,3.5,5.0,0.25,4.0,460.0,12.43
0.71,710.5,269.5,220.5,3.5,2.0,0.25,4.0,461.0,12.36
0.71,710.5,269.5,220.5,3.5,3.0,0.25,4.0,462.0,12.49
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,463.0,12.17
0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,464.0,12.28
0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,465.0,12.91
0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,466.0,12.95
0.69,735.0,294.0,220.5,3.5,4.0,0.25,4.0,467.0,12.67
0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,468.0,12.86
0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,469.0,12.95
0.66,759.5,318.5,220.5,3.5,3.0,0.25,4.0,470.0,13.0
0.66,759.5,318.5,220.5,3.5,4.0,0.25,4.0,471.0,12.86
0.66,759.5,318.5,220.5,3.5,5.0,0.25,4.0,472.0,12.92
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,473.0,16.99
0.64,784.0,343.0,220.5,3.5,3.0,0.25,4.0,474.0,16.69
0.64,784.0,343.0,220.5,3.5,4.0,0.25,4.0,475.0,16.56
0.64,784.0,343.0,220.5,3.5,5.0,0.25,4.0,476.0,16.62
0.62,808.5,367.5,220.5,3.5,2.0,0.25,4.0,477.0,14.33
0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,478.0,14.61
0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,479.0,14.61
0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,480.0,14.65
0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,481.0,28.69
0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,482.0,28.58
0.98,514.5,294.0,110.25,7.0,4.0,0.25,5.0,483.0,28.15
0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,484.0,28.61
0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,485.0,33.13
0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,486.0,32.31
0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,487.0,31.53
0.9,563.5,318.5,122.5,7.0,5.0,0.25,5.0,488.0,32.46
0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,489.0,29.71
0.86,588.0,294.0,147.0,7.0,3.0,0.25,5.0,490.0,29.09
0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,491.0,28.31
0.86,588.0,294.0,147.0,7.0,5.0,0.25,5.0,492.0,29.39
0.82,612.5,318.5,147.0,7.0,2.0,0.25,5.0,493.0,25.7
0.82,612.5,318.5,147.0,7.0,3.0,0.25,5.0,494.0,25.17
0.82,612.5,318.5,147.0,7.0,4.0,0.25,5.0,495.0,24.6
0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,496.0,25.49
0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,497.0,39.89
0.79,637.0,343.0,147.0,7.0,3.0,0.25,5.0,498.0,39.83
0.79,637.0,343.0,147.0,7.0,4.0,0.25,5.0,499.0,39.01
0.79,637.0,343.0,147.0,7.0,5.0,0.25,5.0,500.0,38.65
0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,501.0,35.69
0.76,661.5,416.5,122.5,7.0,3.0,0.25,5.0,502.0,36.64
0.76,661.5,416.5,122.5,7.0,4.0,0.25,5.0,503.0,36.06
0.76,661.5,416.5,122.5,7.0,5.0,0.25,5.0,504.0,36.7
0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,505.0,12.12
0.74,686.0,245.0,220.5,3.5,3.0,0.25,5.0,506.0,11.67
0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,507.0,11.64
0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,508.0,12.02
0.71,710.5,269.5,220.5,3.5,2.0,0.25,5.0,509.0,12.27
0.71,710.5,269.5,220.5,3.5,3.0,0.25,5.0,510.0,12.19
0.71,710.5,269.5,220.5,3.5,4.0,0.25,5.0,511.0,12.25
0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,512.0,12.27
0.69,735.0,294.0,220.5,3.5,2.0,0.25,5.0,513.0,12.47
0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,514.0,12.12
0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,515.0,12.18
0.69,735.0,294.0,220.5,3.5,5.0,0.25,5.0,516.0,12.47
0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,517.0,12.93
0.66,759.5,318.5,220.5,3.5,3.0,0.25,5.0,518.0,12.82
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,519.0,12.78
0.66,759.5,318.5,220.5,3.5,5.0,0.25,5.0,520.0,13.02
0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,521.0,16.73
0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,522.0,16.86
0.64,784.0,343.0,220.5,3.5,4.0,0.25,5.0,523.0,16.76
0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,524.0,16.92
0.62,808.5,367.5,220.5,3.5,2.0,0.25,5.0,525.0,13.68
0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,526.0,13.99
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,527.0,14.16
0.62,808.5,367.5,220.5,3.5,5.0,0.25,5.0,528.0,13.86
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,529.0,32.26
0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,530.0,32.26
0.98,514.5,294.0,110.25,7.0,4.0,0.4,1.0,531.0,32.49
0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,532.0,32.53
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,533.0,36.47
0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,534.0,37.24
0.9,563.5,318.5,122.5,7.0,4.0,0.4,1.0,535.0,36.66
0.9,563.5,318.5,122.5,7.0,5.0,0.4,1.0,536.0,35.96
0.86,588.0,294.0,147.0,7.0,2.0,0.4,1.0,537.0,31.89
0.86,588.0,294.0,147.0,7.0,3.0,0.4,1.0,538.0,32.39
0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,539.0,32.09
0.86,588.0,294.0,147.0,7.0,5.0,0.4,1.0,540.0,31.29
0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,541.0,29.22
0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,542.0,29.91
0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,543.0,29.53
0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,544.0,28.65
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,545.0,41.4
0.79,637.0,343.0,147.0,7.0,3.0,0.4,1.0,546.0,42.62
0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,547.0,42.5
0.79,637.0,343.0,147.0,7.0,5.0,0.4,1.0,548.0,41.67
0.76,661.5,416.5,122.5,7.0,2.0,0.4,1.0,549.0,40.78
0.76,661.5,416.5,122.5,7.0,3.0,0.4,1.0,550.0,39.97
0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,551.0,40.71
0.76,661.5,416.5,122.5,7.0,5.0,0.4,1.0,552.0,40.43
0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,553.0,14.52
0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,554.0,14.61
0.74,686.0,245.0,220.5,3.5,4.0,0.4,1.0,555.0,14.5
0.74,686.0,245.0,220.5,3.5,5.0,0.4,1.0,556.0,14.55
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,557.0,14.51
0.71,710.5,269.5,220.5,3.5,3.0,0.4,1.0,558.0,14.6
0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,559.0,14.5
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,560.0,14.58
0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,561.0,14.51
0.69,735.0,294.0,220.5,3.5,3.0,0.4,1.0,562.0,14.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,563.0,14.42
0.69,735.0,294.0,220.5,3.5,5.0,0.4,1.0,564.0,14.42
0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,565.0,15.23
0.66,759.5,318.5,220.5,3.5,3.0,0.4,1.0,566.0,15.23
0.66,759.5,318.5,220.5,3.5,4.0,0.4,1.0,567.0,15.23
0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,568.0,15.23
0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,569.0,19.52
0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,570.0,19.36
0.64,784.0,343.0,220.5,3.5,4.0,0.4,1.0,571.0,19.48
0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,572.0,19.42
0.62,808.5,367.5,220.5,3.5,2.0,0.4,1.0,573.0,15.09
0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,574.0,17.17
0.62,808.5,367.5,220.5,3.5,4.0,0.4,1.0,575.0,17.14
0.62,808.5,367.5,220.5,3.5,5.0,0.4,1.0,576.0,17.14
0.98,514.5,294.0,110.25,7.0,2.0,0.4,2.0,577.0,32.82
0.98,514.5,294.0,110.25,7.0,3.0,0.4,2.0,578.0,32.71
0.98,514.5,294.0,110.25,7.0,4.0,0.4,2.0,579.0,32.24
0.98,514.5,294.0,110.25,7.0,5.0,0.4,2.0,580.0,32.72
0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,581.0,35.84
0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,582.0,36.57
0.9,563.5,318.5,122.5,7.0,4.0,0.4,2.0,583.0,36.06
0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,584.0,35.69
0.86,588.0,294.0,147.0,7.0,2.0,0.4,2.0,585.0,32.48
0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,586.0,32.74
0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,587.0,32.13
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,588.0,31.64
0.82,612.5,318.5,147.0,7.0,2.0,0.4,2.0,589.0,28.95
0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,590.0,29.49
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,591.0,28.64
0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,592.0,28.01
0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,593.0,41.64
0.79,637.0,343.0,147.0,7.0,3.0,0.4,2.0,594.0,43.1
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,595.0,42.74
0.79,637.0,343.0,147.0,7.0,5.0,0.4,2.0,596.0,41.92
0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,597.0,40.78
0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,598.0,40.15
0.76,661.5,416.5,122.5,7.0,4.0,0.4,2.0,599.0,40.57
0.76,661.5,416.5,122.5,7.0,5.0,0.4,2.0,600.0,40.42
0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,601.0,14.54
0.74,686.0,245.0,220.5,3.5,3.0,0.4,2.0,602.0,14.45
0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,603.0,14.18
0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,604.0,14.5
0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,605.0,14.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,2.0,606.0,14.66
0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,607.0,14.4
0.71,710.5,269.5,220.5,3.5,5.0,0.4,2.0,608.0,14.71
0.69,735.0,294.0,220.5,3.5,2.0,0.4,2.0,609.0,14.75
0.69,735.0,294.0,220.5,3.5,3.0,0.4,2.0,610.0,14.71
0.69,735.0,294.0,220.5,3.5,4.0,0.4,2.0,611.0,14.33
0.69,735.0,294.0,220.5,3.5,5.0,0.4,2.0,612.0,14.62
0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,613.0,15.34
0.66,759.5,318.5,220.5,3.5,3.0,0.4,2.0,614.0,15.29
0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,615.0,15.09
0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,616.0,15.3
0.64,784.0,343.0,220.5,3.5,2.0,0.4,2.0,617.0,19.2
0.64,784.0,343.0,220.5,3.5,3.0,0.4,2.0,618.0,18.88
0.64,784.0,343.0,220.5,3.5,4.0,0.4,2.0,619.0,18.9
0.64,784.0,343.0,220.5,3.5,5.0,0.4,2.0,620.0,19.12
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,621.0,16.76
0.62,808.5,367.5,220.5,3.5,3.0,0.4,2.0,622.0,17.23
0.62,808.5,367.5,220.5,3.5,4.0,0.4,2.0,623.0,17.26
0.62,808.5,367.5,220.5,3.5,5.0,0.4,2.0,624.0,17.15
0.98,514.5,294.0,110.25,7.0,2.0,0.4,3.0,625.0,32.82
0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,626.0,32.69
0.98,514.5,294.0,110.25,7.0,4.0,0.4,3.0,627.0,32.23
0.98,514.5,294.0,110.25,7.0,5.0,0.4,3.0,628.0,32.75
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,629.0,34.24
0.9,563.5,318.5,122.5,7.0,3.0,0.4,3.0,630.0,34.95
0.9,563.5,318.5,122.5,7.0,4.0,0.4,3.0,631.0,35.05
0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,632.0,34.29
0.86,588.0,294.0,147.0,7.0,2.0,0.4,3.0,633.0,31.28
0.86,588.0,294.0,147.0,7.0,3.0,0.4,3.0,634.0,32.12
0.86,588.0,294.0,147.0,7.0,4.0,0.4,3.0,635.0,32.05
0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,636.0,31.84
0.82,612.5,318.5,147.0,7.0,2.0,0.4,3.0,637.0,28.67
0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,638.0,29.67
0.82,612.5,318.5,147.0,7.0,4.0,0.4,3.0,639.0,29.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,3.0,640.0,28.91
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,641.0,41.26
0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,642.0,41.3
0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,643.0,42.49
0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,644.0,42.08
0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,645.0,39.32
0.76,661.5,416.5,122.5,7.0,3.0,0.4,3.0,646.0,39.84
0.76,661.5,416.5,122.5,7.0,4.0,0.4,3.0,647.0,38.89
0.76,661.5,416.5,122.5,7.0,5.0,0.4,3.0,648.0,39.68
0.74,686.0,245.0,220.5,3.5,2.0,0.4,3.0,649.0,13.97
0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,650.0,14.22
0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,651.0,14.1
0.74,686.0,245.0,220.5,3.5,5.0,0.4,3.0,652.0,13.78
0.71,710.5,269.5,220.5,3.5,2.0,0.4,3.0,653.0,14.07
0.71,710.5,269.5,220.5,3.5,3.0,0.4,3.0,654.0,14.03
0.71,710.5,269.5,220.5,3.5,4.0,0.4,3.0,655.0,13.94
0.71,710.5,269.5,220.5,3.5,5.0,0.4,3.0,656.0,13.86
0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,657.0,14.32
0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,658.0,14.56
0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,659.0,14.33
0.69,735.0,294.0,220.5,3.5,5.0,0.4,3.0,660.0,14.08
0.66,759.5,318.5,220.5,3.5,2.0,0.4,3.0,661.0,15.16
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,662.0,15.18
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,663.0,14.72
0.66,759.5,318.5,220.5,3.5,5.0,0.4,3.0,664.0,14.9
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,665.0,18.48
0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,666.0,18.71
0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,667.0,18.48
0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,668.0,18.46
0.62,808.5,367.5,220.5,3.5,2.0,0.4,3.0,669.0,16.47
0.62,808.5,367.5,220.5,3.5,3.0,0.4,3.0,670.0,16.35
0.62,808.5,367.5,220.5,3.5,4.0,0.4,3.0,671.0,16.55
0.62,808.5,367.5,220.5,3.5,5.0,0.4,3.0,672.0,16.74
0.98,514.5,294.0,110.25,7.0,2.0,0.4,4.0,673.0,32.85
0.98,514.5,294.0,110.25,7.0,3.0,0.4,4.0,674.0,32.67
0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,675.0,32.21
0.98,514.5,294.0,110.25,7.0,5.0,0.4,4.0,676.0,32.74
0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,677.0,36.45
0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,678.0,35.73
0.9,563.5,318.5,122.5,7.0,4.0,0.4,4.0,679.0,35.4
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,680.0,36.57
0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,681.0,32.38
0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,682.0,31.66
0.86,588.0,294.0,147.0,7.0,4.0,0.4,4.0,683.0,32.15
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,684.0,32.75
0.82,612.5,318.5,147.0,7.0,2.0,0.4,4.0,685.0,28.93
0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,686.0,28.05
0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,687.0,28.64
0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,688.0,29.52
0.79,637.0,343.0,147.0,7.0,2.0,0.4,4.0,689.0,42.77
0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,690.0,41.73
0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,691.0,41.32
0.79,637.0,343.0,147.0,7.0,5.0,0.4,4.0,692.0,42.96
0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,693.0,40.68
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,694.0,40.4
